service_id,date,exception_type
20240101_MT-TF--_60,20240311,1
20240101_MTW-F--_61,20240311,1
20240101_MTWT---_62,20240311,1
20240101_MTWTF--_63,20240311,1
20240101_MTWTF--_99663,20240311,1
20240102_M-W-F--_95,20240311,1
20240105_MTWTF--_66,20240311,1
20240105_MTWTF--_67,20240311,1
20240202_M------_9901,20240311,1
20240202_M---F--_9902,20240311,1
20220522_MTWTF--_1,20240312,1
20220522_MTWTF--_2,20240312,1
20220522_MTWTF--_3,20240312,1
20230820_MTWTF--_42,20240312,1
20230821_MTWTF--_48,20240312,1
20230821_MTWTF--_49,20240312,1
20240101_MT--F--_59,20240312,1
20240101_MT-TF--_60,20240312,1
20240101_MTW-F--_61,20240312,1
20240101_MTWT---_62,20240312,1
20240101_MTWTF--_63,20240312,1
20240101_MTWTF--_99663,20240312,1
20240105_MTWTF--_66,20240312,1
20240105_MTWTF--_67,20240312,1
20220522_MTWTF--_1,20240313,1
20220522_MTWTF--_2,20240313,1
20220522_MTWTF--_3,20240313,1
20230820_MTWTF--_42,20240313,1
20230821_MTWTF--_48,20240313,1
20230821_MTWTF--_49,20240313,1
20240101_--W----_56,20240313,1
20240101_--WT---_57,20240313,1
20240101_M-W-F--_58,20240313,1
20240101_MTW-F--_61,20240313,1
20240101_MTWT---_62,20240313,1
20240101_MTWTF--_63,20240313,1
20240101_MTWTF--_99663,20240313,1
20240102_M-W-F--_95,20240313,1
20240105_MTWTF--_66,20240313,1
20240105_MTWTF--_67,20240313,1
20220522_MTWTF--_1,20240314,1
20220522_MTWTF--_2,20240314,1
20220522_MTWTF--_3,20240314,1
20230820_MTWTF--_42,20240314,1
20230821_MTWTF--_48,20240314,1
20230821_MTWTF--_49,20240314,1
20240101_---T---_55,20240314,1
20240101_--WT---_57,20240314,1
20240101_MT-TF--_60,20240314,1
20240101_MTWT---_62,20240314,1
20240101_MTWTF--_63,20240314,1
20240101_MTWTF--_99663,20240314,1
20240102_---T---_94,20240314,1
20240105_MTWTF--_66,20240314,1
20240105_MTWTF--_67,20240314,1
20220522_MTWTF--_1,20240315,1
20220522_MTWTF--_2,20240315,1
20220522_MTWTF--_3,20240315,1
20230820_----F--_41,20240315,1
20230820_MTWTF--_42,20240315,1
20230821_MTWTF--_48,20240315,1
20230821_MTWTF--_49,20240315,1
20240101_----F--_54,20240315,1
20240101_----F--_69,20240315,1
20240101_M-W-F--_58,20240315,1
20240101_MT--F--_59,20240315,1
20240101_MT-TF--_60,20240315,1
20240101_MTW-F--_61,20240315,1
20240101_MTWTF--_63,20240315,1
20240101_MTWTF--_99663,20240315,1
20240102_M-W-F--_95,20240315,1
20240105_MTWTF--_66,20240315,1
20240105_MTWTF--_67,20240315,1
20240202_M---F--_9902,20240315,1
20220522_-----S-_5,20240316,1
20230820_-----S-_40,20240316,1
20230820_-----S-_44,20240316,1
20230821_-----S-_50,20240316,1
20240101_-----S-_53,20240316,1
20240101_-----S-_99653,20240316,1
20240101_-----S-_64,20240316,1
20220522_------S_4,20240317,1
20230820_------S_39,20240317,1
20230820_------S_43,20240317,1
20240101_------S_52,20240317,1
20240102_------S_65,20240317,1
20240102_------S_93,20240317,1
20220522_MTWTF--_1,20240318,1
20220522_MTWTF--_2,20240318,1
20220522_MTWTF--_3,20240318,1
20230820_MTWTF--_42,20240318,1
20230821_MTWTF--_48,20240318,1
20230821_MTWTF--_49,20240318,1
20240101_M-W-F--_58,20240318,1
20240101_MT--F--_59,20240318,1
20240101_MT-TF--_60,20240318,1
20240101_MTW-F--_61,20240318,1
20240101_MTWT---_62,20240318,1
20240101_MTWTF--_63,20240318,1
20240101_MTWTF--_99663,20240318,1
20240102_M-W-F--_95,20240318,1
20240105_MTWTF--_66,20240318,1
20240105_MTWTF--_67,20240318,1
20240202_M------_9901,20240318,1
20240202_M---F--_9902,20240318,1
20220522_MTWTF--_1,20240319,1
20220522_MTWTF--_2,20240319,1
20220522_MTWTF--_3,20240319,1
20230820_MTWTF--_42,20240319,1
20230821_MTWTF--_48,20240319,1
20230821_MTWTF--_49,20240319,1
20240101_MT--F--_59,20240319,1
20240101_MT-TF--_60,20240319,1
20240101_MTW-F--_61,20240319,1
20240101_MTWT---_62,20240319,1
20240101_MTWTF--_63,20240319,1
20240101_MTWTF--_99663,20240319,1
20240105_MTWTF--_66,20240319,1
20240105_MTWTF--_67,20240319,1
20240319_-T-----_91,20240319,1
20220522_MTWTF--_1,20240320,1
20220522_MTWTF--_2,20240320,1
20220522_MTWTF--_3,20240320,1
20230820_MTWTF--_42,20240320,1
20230821_MTWTF--_48,20240320,1
20230821_MTWTF--_49,20240320,1
20240101_--W----_56,20240320,1
20240101_--WT---_57,20240320,1
20240101_M-W-F--_58,20240320,1
20240101_MTW-F--_61,20240320,1
20240101_MTWT---_62,20240320,1
20240101_MTWTF--_63,20240320,1
20240101_MTWTF--_99663,20240320,1
20240102_M-W-F--_95,20240320,1
20240105_MTWTF--_66,20240320,1
20240105_MTWTF--_67,20240320,1
20220522_MTWTF--_1,20240321,1
20220522_MTWTF--_2,20240321,1
20220522_MTWTF--_3,20240321,1
20230820_MTWTF--_42,20240321,1
20230821_MTWTF--_48,20240321,1
20230821_MTWTF--_49,20240321,1
20240101_---T---_55,20240321,1
20240101_--WT---_57,20240321,1
20240101_MT-TF--_60,20240321,1
20240101_MTWT---_62,20240321,1
20240101_MTWTF--_63,20240321,1
20240101_MTWTF--_99663,20240321,1
20240102_---T---_94,20240321,1
20240105_MTWTF--_66,20240321,1
20240105_MTWTF--_67,20240321,1
20220522_MTWTF--_1,20240322,1
20220522_MTWTF--_2,20240322,1
20220522_MTWTF--_3,20240322,1
20230820_----F--_41,20240322,1
20230820_MTWTF--_42,20240322,1
20230821_MTWTF--_48,20240322,1
20230821_MTWTF--_49,20240322,1
20240101_----F--_54,20240322,1
20240101_----F--_69,20240322,1
20240101_M-W-F--_58,20240322,1
20240101_MT--F--_59,20240322,1
20240101_MT-TF--_60,20240322,1
20240101_MTW-F--_61,20240322,1
20240101_MTWTF--_63,20240322,1
20240101_MTWTF--_99663,20240322,1
20240102_M-W-F--_95,20240322,1
20240105_MTWTF--_66,20240322,1
20240105_MTWTF--_67,20240322,1
20240202_M---F--_9902,20240322,1
20220522_-----S-_5,20240323,1
20230820_-----S-_40,20240323,1
20230820_-----S-_44,20240323,1
20230821_-----S-_50,20240323,1
20240101_-----S-_53,20240323,1
20240101_-----S-_99653,20240323,1
20240101_-----S-_64,20240323,1
20230820_------S_39,20240324,1
20230820_------S_43,20240324,1
20240101_------S_52,20240324,1
20240102_------S_65,20240324,1
20220522_------S_4,20240324,1
20240102_------S_93,20240324,1
20230820_MTWTF--_42,20240325,1
20240101_M-W-F--_58,20240325,1
20240101_MT--F--_59,20240325,1
20240101_MT-TF--_60,20240325,1
20240101_MTW-F--_61,20240325,1
20240101_MTWT---_62,20240325,1
20240101_MTWTF--_63,20240325,1
20220522_MTWTF--_1,20240325,1
20220522_MTWTF--_3,20240325,1
20230821_MTWTF--_48,20240325,1
20230821_MTWTF--_49,20240325,1
20240102_M-W-F--_95,20240325,1
20240101_MTWTF--_99663,20240325,1
20230820_MTWTF--_42,20240326,1
20240101_MT--F--_59,20240326,1
20240101_MT-TF--_60,20240326,1
20240101_MTW-F--_61,20240326,1
20240101_MTWT---_62,20240326,1
20240101_MTWTF--_63,20240326,1
20220522_MTWTF--_1,20240326,1
20220522_MTWTF--_3,20240326,1
20230821_MTWTF--_48,20240326,1
20230821_MTWTF--_49,20240326,1
20240101_MTWTF--_99663,20240326,1
20240319_-T-----_91,20240326,1
20230820_MTWTF--_42,20240327,1
20240101_--W----_56,20240327,1
20240101_--WT---_57,20240327,1
20240101_M-W-F--_58,20240327,1
20240101_MTW-F--_61,20240327,1
20240101_MTWT---_62,20240327,1
20240101_MTWTF--_63,20240327,1
20220522_MTWTF--_1,20240327,1
20220522_MTWTF--_3,20240327,1
20230821_MTWTF--_48,20240327,1
20230821_MTWTF--_49,20240327,1
20240102_M-W-F--_95,20240327,1
20240101_MTWTF--_99663,20240327,1
20230820_------S_39,20240328,1
20230820_------S_43,20240328,1
20240101_------S_52,20240328,1
20240102_------S_65,20240328,1
20220522_------S_4,20240328,1
20240102_---T---_94,20240328,1
20230820_------S_39,20240329,1
20230820_------S_43,20240329,1
20240101_-----S-_53,20240329,1
20240101_-----S-_64,20240329,1
20230820_-----S-_40,20240330,1
20230820_-----S-_44,20240330,1
20240101_-----S-_53,20240330,1
20240101_-----S-_64,20240330,1
20220522_-----S-_5,20240330,1
20230821_-----S-_50,20240330,1
20240101_-----S-_99653,20240330,1
20230820_------S_39,20240331,1
20230820_------S_43,20240331,1
20240101_-----S-_53,20240331,1
20240101_-----S-_64,20240331,1
20230820_------S_39,20240401,1
20230820_------S_43,20240401,1
20240101_------S_52,20240401,1
20240102_------S_65,20240401,1
20220522_------S_4,20240401,1
20240102_M-W-F--_95,20240401,1
20230820_MTWTF--_42,20240402,1
20240101_MT--F--_59,20240402,1
20240101_MT-TF--_60,20240402,1
20240101_MTW-F--_61,20240402,1
20240101_MTWT---_62,20240402,1
20240101_MTWTF--_63,20240402,1
20220522_MTWTF--_1,20240402,1
20220522_MTWTF--_3,20240402,1
20230821_MTWTF--_48,20240402,1
20230821_MTWTF--_49,20240402,1
20220522_MTWTF--_2,20240402,1
20240105_MTWTF--_66,20240402,1
20240105_MTWTF--_67,20240402,1
20240101_MTWTF--_99663,20240402,1
20240319_-T-----_91,20240402,1
20230820_MTWTF--_42,20240403,1
20240101_--W----_56,20240403,1
20240101_--WT---_57,20240403,1
20240101_M-W-F--_58,20240403,1
20240101_MTW-F--_61,20240403,1
20240101_MTWT---_62,20240403,1
20240101_MTWTF--_63,20240403,1
20220522_MTWTF--_1,20240403,1
20220522_MTWTF--_3,20240403,1
20230821_MTWTF--_48,20240403,1
20230821_MTWTF--_49,20240403,1
20220522_MTWTF--_2,20240403,1
20240105_MTWTF--_66,20240403,1
20240105_MTWTF--_67,20240403,1
20240102_M-W-F--_95,20240403,1
20240101_MTWTF--_99663,20240403,1
20230820_MTWTF--_42,20240404,1
20240101_---T---_55,20240404,1
20240101_--WT---_57,20240404,1
20240101_MT-TF--_60,20240404,1
20240101_MTWT---_62,20240404,1
20240101_MTWTF--_63,20240404,1
20220522_MTWTF--_1,20240404,1
20220522_MTWTF--_3,20240404,1
20230821_MTWTF--_48,20240404,1
20230821_MTWTF--_49,20240404,1
20220522_MTWTF--_2,20240404,1
20240105_MTWTF--_66,20240404,1
20240105_MTWTF--_67,20240404,1
20240102_---T---_94,20240404,1
20240101_MTWTF--_99663,20240404,1
20230820_----F--_41,20240405,1
20230820_MTWTF--_42,20240405,1
20240101_----F--_54,20240405,1
20240101_----F--_69,20240405,1
20240101_M-W-F--_58,20240405,1
20240101_MT--F--_59,20240405,1
20240101_MT-TF--_60,20240405,1
20240101_MTW-F--_61,20240405,1
20240101_MTWTF--_63,20240405,1
20220522_MTWTF--_1,20240405,1
20220522_MTWTF--_3,20240405,1
20230821_MTWTF--_48,20240405,1
20230821_MTWTF--_49,20240405,1
20220522_MTWTF--_2,20240405,1
20240105_MTWTF--_66,20240405,1
20240105_MTWTF--_67,20240405,1
20240202_M---F--_9902,20240405,1
20240102_M-W-F--_95,20240405,1
20240101_MTWTF--_99663,20240405,1
20230820_-----S-_40,20240406,1
20230820_-----S-_44,20240406,1
20240101_-----S-_53,20240406,1
20240101_-----S-_64,20240406,1
20220522_-----S-_5,20240406,1
20230821_-----S-_50,20240406,1
20240101_-----S-_99653,20240406,1
20230820_------S_39,20240407,1
20230820_------S_43,20240407,1
20240101_------S_52,20240407,1
20240102_------S_65,20240407,1
20220522_------S_4,20240407,1
20240102_------S_93,20240407,1
20230820_MTWTF--_42,20240408,1
20240101_M-W-F--_58,20240408,1
20240101_MT--F--_59,20240408,1
20240101_MT-TF--_60,20240408,1
20240101_MTW-F--_61,20240408,1
20240101_MTWT---_62,20240408,1
20240101_MTWTF--_63,20240408,1
20220522_MTWTF--_1,20240408,1
20220522_MTWTF--_3,20240408,1
20230821_MTWTF--_48,20240408,1
20230821_MTWTF--_49,20240408,1
20220522_MTWTF--_2,20240408,1
20240105_MTWTF--_66,20240408,1
20240105_MTWTF--_67,20240408,1
20240202_M------_9901,20240408,1
20240202_M---F--_9902,20240408,1
20240102_M-W-F--_95,20240408,1
20240101_MTWTF--_99663,20240408,1
20230820_MTWTF--_42,20240409,1
20240101_MT--F--_59,20240409,1
20240101_MT-TF--_60,20240409,1
20240101_MTW-F--_61,20240409,1
20240101_MTWT---_62,20240409,1
20240101_MTWTF--_63,20240409,1
20220522_MTWTF--_1,20240409,1
20220522_MTWTF--_3,20240409,1
20230821_MTWTF--_48,20240409,1
20230821_MTWTF--_49,20240409,1
20220522_MTWTF--_2,20240409,1
20240105_MTWTF--_66,20240409,1
20240105_MTWTF--_67,20240409,1
20240101_MTWTF--_99663,20240409,1
20240319_-T-----_91,20240409,1
20230820_MTWTF--_42,20240410,1
20240101_--W----_56,20240410,1
20240101_--WT---_57,20240410,1
20240101_M-W-F--_58,20240410,1
20240101_MTW-F--_61,20240410,1
20240101_MTWT---_62,20240410,1
20240101_MTWTF--_63,20240410,1
20220522_MTWTF--_1,20240410,1
20220522_MTWTF--_3,20240410,1
20230821_MTWTF--_48,20240410,1
20230821_MTWTF--_49,20240410,1
20220522_MTWTF--_2,20240410,1
20240105_MTWTF--_66,20240410,1
20240105_MTWTF--_67,20240410,1
20240102_M-W-F--_95,20240410,1
20240101_MTWTF--_99663,20240410,1
20230820_MTWTF--_42,20240411,1
20240101_---T---_55,20240411,1
20240101_--WT---_57,20240411,1
20240101_MT-TF--_60,20240411,1
20240101_MTWT---_62,20240411,1
20240101_MTWTF--_63,20240411,1
20220522_MTWTF--_1,20240411,1
20220522_MTWTF--_3,20240411,1
20230821_MTWTF--_48,20240411,1
20230821_MTWTF--_49,20240411,1
20220522_MTWTF--_2,20240411,1
20240105_MTWTF--_66,20240411,1
20240105_MTWTF--_67,20240411,1
20240102_---T---_94,20240411,1
20240101_MTWTF--_99663,20240411,1
20230820_----F--_41,20240412,1
20230820_MTWTF--_42,20240412,1
20240101_----F--_54,20240412,1
20240101_----F--_69,20240412,1
20240101_M-W-F--_58,20240412,1
20240101_MT--F--_59,20240412,1
20240101_MT-TF--_60,20240412,1
20240101_MTW-F--_61,20240412,1
20240101_MTWTF--_63,20240412,1
20220522_MTWTF--_1,20240412,1
20220522_MTWTF--_3,20240412,1
20230821_MTWTF--_48,20240412,1
20230821_MTWTF--_49,20240412,1
20220522_MTWTF--_2,20240412,1
20240105_MTWTF--_66,20240412,1
20240105_MTWTF--_67,20240412,1
20240202_M---F--_9902,20240412,1
20240102_M-W-F--_95,20240412,1
20240101_MTWTF--_99663,20240412,1
20230820_-----S-_40,20240413,1
20230820_-----S-_44,20240413,1
20240101_-----S-_53,20240413,1
20240101_-----S-_64,20240413,1
20220522_-----S-_5,20240413,1
20230821_-----S-_50,20240413,1
20240101_-----S-_99653,20240413,1
20230820_------S_39,20240414,1
20230820_------S_43,20240414,1
20240101_------S_52,20240414,1
20240102_------S_65,20240414,1
20220522_------S_4,20240414,1
20240102_------S_93,20240414,1
20230820_MTWTF--_42,20240415,1
20240101_M-W-F--_58,20240415,1
20240101_MT--F--_59,20240415,1
20240101_MT-TF--_60,20240415,1
20240101_MTW-F--_61,20240415,1
20240101_MTWT---_62,20240415,1
20240101_MTWTF--_63,20240415,1
20220522_MTWTF--_1,20240415,1
20220522_MTWTF--_3,20240415,1
20230821_MTWTF--_48,20240415,1
20230821_MTWTF--_49,20240415,1
20220522_MTWTF--_2,20240415,1
20240105_MTWTF--_66,20240415,1
20240105_MTWTF--_67,20240415,1
20240202_M------_9901,20240415,1
20240202_M---F--_9902,20240415,1
20240102_M-W-F--_95,20240415,1
20240101_MTWTF--_99663,20240415,1
20230820_MTWTF--_42,20240416,1
20240101_MT--F--_59,20240416,1
20240101_MT-TF--_60,20240416,1
20240101_MTW-F--_61,20240416,1
20240101_MTWT---_62,20240416,1
20240101_MTWTF--_63,20240416,1
20220522_MTWTF--_1,20240416,1
20220522_MTWTF--_3,20240416,1
20230821_MTWTF--_48,20240416,1
20230821_MTWTF--_49,20240416,1
20220522_MTWTF--_2,20240416,1
20240105_MTWTF--_66,20240416,1
20240105_MTWTF--_67,20240416,1
20240101_MTWTF--_99663,20240416,1
20240319_-T-----_91,20240416,1
20230820_MTWTF--_42,20240417,1
20240101_--W----_56,20240417,1
20240101_--WT---_57,20240417,1
20240101_M-W-F--_58,20240417,1
20240101_MTW-F--_61,20240417,1
20240101_MTWT---_62,20240417,1
20240101_MTWTF--_63,20240417,1
20220522_MTWTF--_1,20240417,1
20220522_MTWTF--_3,20240417,1
20230821_MTWTF--_48,20240417,1
20230821_MTWTF--_49,20240417,1
20220522_MTWTF--_2,20240417,1
20240105_MTWTF--_66,20240417,1
20240105_MTWTF--_67,20240417,1
20240102_M-W-F--_95,20240417,1
20240101_MTWTF--_99663,20240417,1
20230820_MTWTF--_42,20240418,1
20240101_---T---_55,20240418,1
20240101_--WT---_57,20240418,1
20240101_MT-TF--_60,20240418,1
20240101_MTWT---_62,20240418,1
20240101_MTWTF--_63,20240418,1
20220522_MTWTF--_1,20240418,1
20220522_MTWTF--_3,20240418,1
20230821_MTWTF--_48,20240418,1
20230821_MTWTF--_49,20240418,1
20220522_MTWTF--_2,20240418,1
20240105_MTWTF--_66,20240418,1
20240105_MTWTF--_67,20240418,1
20240102_---T---_94,20240418,1
20240101_MTWTF--_99663,20240418,1
20230820_----F--_41,20240419,1
20230820_MTWTF--_42,20240419,1
20240101_----F--_54,20240419,1
20240101_----F--_69,20240419,1
20240101_M-W-F--_58,20240419,1
20240101_MT--F--_59,20240419,1
20240101_MT-TF--_60,20240419,1
20240101_MTW-F--_61,20240419,1
20240101_MTWTF--_63,20240419,1
20220522_MTWTF--_1,20240419,1
20220522_MTWTF--_3,20240419,1
20230821_MTWTF--_48,20240419,1
20230821_MTWTF--_49,20240419,1
20220522_MTWTF--_2,20240419,1
20240105_MTWTF--_66,20240419,1
20240105_MTWTF--_67,20240419,1
20240202_M---F--_9902,20240419,1
20240102_M-W-F--_95,20240419,1
20240101_MTWTF--_99663,20240419,1
20230820_-----S-_40,20240420,1
20230820_-----S-_44,20240420,1
20240101_-----S-_53,20240420,1
20240101_-----S-_64,20240420,1
20220522_-----S-_5,20240420,1
20230821_-----S-_50,20240420,1
20240101_-----S-_99653,20240420,1
20230820_------S_39,20240421,1
20230820_------S_43,20240421,1
20240101_------S_52,20240421,1
20240102_------S_65,20240421,1
20220522_------S_4,20240421,1
20240102_------S_93,20240421,1
20230820_MTWTF--_42,20240422,1
20240101_M-W-F--_58,20240422,1
20240101_MT--F--_59,20240422,1
20240101_MT-TF--_60,20240422,1
20240101_MTW-F--_61,20240422,1
20240101_MTWT---_62,20240422,1
20240101_MTWTF--_63,20240422,1
20220522_MTWTF--_1,20240422,1
20220522_MTWTF--_3,20240422,1
20230821_MTWTF--_48,20240422,1
20230821_MTWTF--_49,20240422,1
20220522_MTWTF--_2,20240422,1
20240105_MTWTF--_66,20240422,1
20240105_MTWTF--_67,20240422,1
20240202_M------_9901,20240422,1
20240202_M---F--_9902,20240422,1
20240102_M-W-F--_95,20240422,1
20240101_MTWTF--_99663,20240422,1
20230820_MTWTF--_42,20240423,1
20240101_MT--F--_59,20240423,1
20240101_MT-TF--_60,20240423,1
20240101_MTW-F--_61,20240423,1
20240101_MTWT---_62,20240423,1
20240101_MTWTF--_63,20240423,1
20220522_MTWTF--_1,20240423,1
20220522_MTWTF--_3,20240423,1
20230821_MTWTF--_48,20240423,1
20230821_MTWTF--_49,20240423,1
20220522_MTWTF--_2,20240423,1
20240105_MTWTF--_66,20240423,1
20240105_MTWTF--_67,20240423,1
20240101_MTWTF--_99663,20240423,1
20240319_-T-----_91,20240423,1
20230820_MTWTF--_42,20240424,1
20240101_--W----_56,20240424,1
20240101_--WT---_57,20240424,1
20240101_M-W-F--_58,20240424,1
20240101_MTW-F--_61,20240424,1
20240101_MTWT---_62,20240424,1
20240101_MTWTF--_63,20240424,1
20220522_MTWTF--_1,20240424,1
20220522_MTWTF--_3,20240424,1
20230821_MTWTF--_48,20240424,1
20230821_MTWTF--_49,20240424,1
20220522_MTWTF--_2,20240424,1
20240105_MTWTF--_66,20240424,1
20240105_MTWTF--_67,20240424,1
20240102_M-W-F--_95,20240424,1
20240101_MTWTF--_99663,20240424,1
20230820_------S_39,20240425,1
20230820_------S_43,20240425,1
20240101_-----S-_53,20240425,1
20240101_-----S-_64,20240425,1
20220522_------S_4,20240425,1
20240102_---T---_94,20240425,1
20230820_----F--_41,20240426,1
20230820_MTWTF--_42,20240426,1
20240101_----F--_54,20240426,1
20240101_----F--_69,20240426,1
20240101_M-W-F--_58,20240426,1
20240101_MT--F--_59,20240426,1
20240101_MT-TF--_60,20240426,1
20240101_MTW-F--_61,20240426,1
20240101_MTWTF--_63,20240426,1
20220522_MTWTF--_1,20240426,1
20220522_MTWTF--_3,20240426,1
20230821_MTWTF--_48,20240426,1
20230821_MTWTF--_49,20240426,1
20220522_MTWTF--_2,20240426,1
20240105_MTWTF--_66,20240426,1
20240105_MTWTF--_67,20240426,1
20240202_M---F--_9902,20240426,1
20240102_M-W-F--_95,20240426,1
20240101_MTWTF--_99663,20240426,1
20230820_-----S-_40,20240427,1
20230820_-----S-_44,20240427,1
20240101_-----S-_53,20240427,1
20240101_-----S-_64,20240427,1
20220522_-----S-_5,20240427,1
20230821_-----S-_50,20240427,1
20240101_-----S-_99653,20240427,1
20230820_------S_39,20240428,1
20230820_------S_43,20240428,1
20240101_------S_52,20240428,1
20240102_------S_65,20240428,1
20220522_------S_4,20240428,1
20240102_------S_93,20240428,1
20230820_MTWTF--_42,20240429,1
20240101_M-W-F--_58,20240429,1
20240101_MT--F--_59,20240429,1
20240101_MT-TF--_60,20240429,1
20240101_MTW-F--_61,20240429,1
20240101_MTWT---_62,20240429,1
20240101_MTWTF--_63,20240429,1
20220522_MTWTF--_1,20240429,1
20220522_MTWTF--_3,20240429,1
20230821_MTWTF--_48,20240429,1
20230821_MTWTF--_49,20240429,1
20220522_MTWTF--_2,20240429,1
20240105_MTWTF--_66,20240429,1
20240105_MTWTF--_67,20240429,1
20240202_M------_9901,20240429,1
20240202_M---F--_9902,20240429,1
20240102_M-W-F--_95,20240429,1
20240101_MTWTF--_99663,20240429,1
20230820_MTWTF--_42,20240430,1
20240101_MT--F--_59,20240430,1
20240101_MT-TF--_60,20240430,1
20240101_MTW-F--_61,20240430,1
20240101_MTWT---_62,20240430,1
20240101_MTWTF--_63,20240430,1
20220522_MTWTF--_1,20240430,1
20220522_MTWTF--_3,20240430,1
20230821_MTWTF--_48,20240430,1
20230821_MTWTF--_49,20240430,1
20220522_MTWTF--_2,20240430,1
20240105_MTWTF--_66,20240430,1
20240105_MTWTF--_67,20240430,1
20240101_MTWTF--_99663,20240430,1
20240319_-T-----_91,20240430,1
20230820_------S_39,20240501,1
20230820_------S_43,20240501,1
20240101_-----S-_53,20240501,1
20240101_-----S-_64,20240501,1
20220522_------S_4,20240501,1
20240102_M-W-F--_95,20240501,1
20230820_MTWTF--_42,20240502,1
20240101_---T---_55,20240502,1
20240101_--WT---_57,20240502,1
20240101_MT-TF--_60,20240502,1
20240101_MTWT---_62,20240502,1
20240101_MTWTF--_63,20240502,1
20220522_MTWTF--_1,20240502,1
20220522_MTWTF--_3,20240502,1
20230821_MTWTF--_48,20240502,1
20230821_MTWTF--_49,20240502,1
20220522_MTWTF--_2,20240502,1
20240105_MTWTF--_66,20240502,1
20240105_MTWTF--_67,20240502,1
20240102_---T---_94,20240502,1
20240101_MTWTF--_99663,20240502,1
20230820_----F--_41,20240503,1
20230820_MTWTF--_42,20240503,1
20240101_----F--_54,20240503,1
20240101_----F--_69,20240503,1
20240101_M-W-F--_58,20240503,1
20240101_MT--F--_59,20240503,1
20240101_MT-TF--_60,20240503,1
20240101_MTW-F--_61,20240503,1
20240101_MTWTF--_63,20240503,1
20220522_MTWTF--_1,20240503,1
20220522_MTWTF--_3,20240503,1
20230821_MTWTF--_48,20240503,1
20230821_MTWTF--_49,20240503,1
20220522_MTWTF--_2,20240503,1
20240105_MTWTF--_66,20240503,1
20240105_MTWTF--_67,20240503,1
20240202_M---F--_9902,20240503,1
20240102_M-W-F--_95,20240503,1
20240101_MTWTF--_99663,20240503,1
20230820_-----S-_40,20240504,1
20230820_-----S-_44,20240504,1
20240101_-----S-_53,20240504,1
20240101_-----S-_64,20240504,1
20220522_-----S-_5,20240504,1
20230821_-----S-_50,20240504,1
20240101_-----S-_99653,20240504,1
20230820_------S_39,20240505,1
20230820_------S_43,20240505,1
20240101_------S_52,20240505,1
20240102_------S_65,20240505,1
20220522_------S_4,20240505,1
20240102_------S_93,20240505,1
20230820_MTWTF--_42,20240506,1
20240101_M-W-F--_58,20240506,1
20240101_MT--F--_59,20240506,1
20240101_MT-TF--_60,20240506,1
20240101_MTW-F--_61,20240506,1
20240101_MTWT---_62,20240506,1
20240101_MTWTF--_63,20240506,1
20220522_MTWTF--_1,20240506,1
20220522_MTWTF--_3,20240506,1
20230821_MTWTF--_48,20240506,1
20230821_MTWTF--_49,20240506,1
20220522_MTWTF--_2,20240506,1
20240105_MTWTF--_66,20240506,1
20240105_MTWTF--_67,20240506,1
20240202_M------_9901,20240506,1
20240202_M---F--_9902,20240506,1
20240102_M-W-F--_95,20240506,1
20240101_MTWTF--_99663,20240506,1
20230820_MTWTF--_42,20240507,1
20240101_MT--F--_59,20240507,1
20240101_MT-TF--_60,20240507,1
20240101_MTW-F--_61,20240507,1
20240101_MTWT---_62,20240507,1
20240101_MTWTF--_63,20240507,1
20220522_MTWTF--_1,20240507,1
20220522_MTWTF--_3,20240507,1
20230821_MTWTF--_48,20240507,1
20230821_MTWTF--_49,20240507,1
20220522_MTWTF--_2,20240507,1
20240105_MTWTF--_66,20240507,1
20240105_MTWTF--_67,20240507,1
20240101_MTWTF--_99663,20240507,1
20240319_-T-----_91,20240507,1
20230820_MTWTF--_42,20240508,1
20240101_--W----_56,20240508,1
20240101_--WT---_57,20240508,1
20240101_M-W-F--_58,20240508,1
20240101_MTW-F--_61,20240508,1
20240101_MTWT---_62,20240508,1
20240101_MTWTF--_63,20240508,1
20220522_MTWTF--_1,20240508,1
20220522_MTWTF--_3,20240508,1
20230821_MTWTF--_48,20240508,1
20230821_MTWTF--_49,20240508,1
20220522_MTWTF--_2,20240508,1
20240105_MTWTF--_66,20240508,1
20240105_MTWTF--_67,20240508,1
20240102_M-W-F--_95,20240508,1
20240101_MTWTF--_99663,20240508,1
20230820_------S_39,20240509,1
20230820_------S_43,20240509,1
20240101_-----S-_53,20240509,1
20240101_-----S-_64,20240509,1
20220522_------S_4,20240509,1
20240102_---T---_94,20240509,1
20230820_----F--_41,20240510,1
20230820_MTWTF--_42,20240510,1
20240101_----F--_54,20240510,1
20240101_----F--_69,20240510,1
20240101_M-W-F--_58,20240510,1
20240101_MT--F--_59,20240510,1
20240101_MT-TF--_60,20240510,1
20240101_MTW-F--_61,20240510,1
20240101_MTWTF--_63,20240510,1
20220522_MTWTF--_1,20240510,1
20220522_MTWTF--_3,20240510,1
20230821_MTWTF--_48,20240510,1
20230821_MTWTF--_49,20240510,1
20220522_MTWTF--_2,20240510,1
20240105_MTWTF--_66,20240510,1
20240105_MTWTF--_67,20240510,1
20240202_M---F--_9902,20240510,1
20240102_M-W-F--_95,20240510,1
20240101_MTWTF--_99663,20240510,1
20230820_-----S-_40,20240511,1
20230820_-----S-_44,20240511,1
20240101_-----S-_53,20240511,1
20240101_-----S-_64,20240511,1
