route_id,service_id,trip_id,trip_headsign,trip_short_name,direction_id,block_id,shape_id
AF.91,20240101_-----S-_99653,543796,,,0,6193_91-A,91_1006682_1_30
AF.91,20240101_-----S-_99653,543804,,,1,6193_91-A,91_1006682_2_72
AF.91,20240101_MTWTF--_99663,543797,,,0,6189_91-A,91_1006682_1_30
AF.91,20240101_MTWTF--_99663,543800,,,0,6189_91-A,91_1006682_1_30
AF.91,20240101_MTWTF--_99663,543801,,,1,6189_91-A,91_1006682_2_67
AF.91,20240101_MTWTF--_99663,543802,,,1,6189_91-A,91_1006682_2_72
AF.92,20240101_MTWTF--_99663,543806,,,0,,92_1006682_1_1
AF.92,20240101_MTWTF--_99663,543807,,,0,,92_1006682_1_1
AF.92,20240101_MTWTF--_99663,543808,,,0,6176_92-A,92_1006682_1_1
AF.92,20240101_MTWTF--_99663,543809,,,1,,92_1006682_2_51
AF.92,20240101_MTWTF--_99663,543810,,,1,6176_92-A,92_1006682_2_51
AF.92,20240101_MTWTF--_99663,543811,,,1,6176_92-A,92_1006682_2_51
AF.93,20240101_-----S-_99653,543815,,,0,6194_93-A,93_1006682_1_1
AF.93,20240101_-----S-_99653,543820,,,1,6194_93-A,93_1006682_2_4
AF.93,20240101_MTWTF--_99663,543812,,,0,6188_93-A,93_1006682_1_1
AF.93,20240101_MTWTF--_99663,543813,,,0,6188_93-A,93_1006682_1_1
AF.93,20240101_MTWTF--_99663,543819,,,1,6188_93-A,93_1006682_2_4
AF.93,20240101_MTWTF--_99663,543822,,,1,6188_93-A,93_1006682_2_4
AF.93,20240319_-T-----_91,543817,,,0,6188_93-A,93_1006682_1_1
AF.93,20240319_-T-----_91,543824,,,1,6188_93-A,93_1006682_2_4
AF.94,20240102_------S_93,543831,,,0,,94_1006682_1_12
AF.94,20240102_------S_93,543836,,,1,,
AF.94,20240102_---T---_94,543830,,,0,,94_1006682_1_12
AF.94,20240102_---T---_94,543837,,,1,,
AF.94,20240102_M-W-F--_95,543829,,,0,,94_1006682_1_12
AF.94,20240102_M-W-F--_95,543835,,,1,,
AF.95,20240101_MTWTF--_99663,543838,,,0,6191_95-A,95_1006682_1_1
AF.95,20240101_MTWTF--_99663,543839,,,1,6191_95-A,95_1006682_2_51
AF.96,20240101_MTWTF--_99663,543840,Fáskrúðsfjörður,,0,,96_1006682_1_1
AF.96,20240101_MTWTF--_99663,543841,Reyðarfjörður,,0,,96_1006682_1_2
AF.96,20240101_MTWTF--_99663,543842,Fáskrúðsfjörður,,0,,96_1006682_1_3
AF.96,20240101_MTWTF--_99663,543843,Fáskrúðsfjörður,,0,,96_1006682_1_4
AF.96,20240101_MTWTF--_99663,543844,Fáskúðsfjörður,,0,,96_1006682_1_4
AF.96,20240101_MTWTF--_99663,543845,Fáskrúðsfjörður,,0,,96_1006682_1_4
AF.96,20240101_MTWTF--_99663,543846,Norðfjörður,,1,,96_1006682_2_51
AF.96,20240101_MTWTF--_99663,543847,Norðfjörður,,1,,96_1006682_2_51
AF.96,20240101_MTWTF--_99663,543848,Norðfjörður,,1,,96_1006682_2_52
AF.96,20240101_MTWTF--_99663,543849,Norðfjörður,,1,,96_1006682_2_52
AF.96,20240101_MTWTF--_99663,543850,Norðfjörður,,1,,96_1006682_2_56
AF.96,20240101_MTWTF--_99663,543851,Norðfjörður,,1,,96_1006682_2_56
NO.56,20240101_MT--F--_59,543652,Akureyri,,0,5459_56-A,56_f56_1005764_1_1
NO.56,20240101_MT--F--_59,543655,Egilsstaðir,,1,5459_56-A,56_f56_1005764_2_51
NO.56,20240102_------S_65,543653,Akureyri,,0,5460_56-A,56_f56_1005764_1_1
NO.56,20240102_------S_65,543656,Egilsstaðir,,1,5460_56-A,56_f56_1005764_2_51
NO.78,20240101_MTWTF--_63,543697,Akureyri,,0,5453_78-A,78_1006682_1_1
NO.78,20240101_MTWTF--_63,543698,Akureyri,,0,5453_78-A,78_f78_1004945_1_2
NO.78,20240101_MTWTF--_63,543699,Akureyri,,0,5453_78-A,78_f78_1004945_1_2
NO.78,20240101_MTWTF--_63,543701,Siglufjörður,,1,5453_78-A,78_1006682_2_51
NO.78,20240101_MTWTF--_63,543702,Siglufjörður,,1,5453_78-A,78_1006682_2_51
NO.78,20240101_MTWTF--_63,543704,Siglufjörður,,1,5453_78-A,78_1006682_2_51
NO.78,20240102_------S_65,543700,Akureyri,,0,5454_78-A,78_f78_1004945_1_2
NO.78,20240102_------S_65,543703,Siglufjörður,,1,5454_78-A,78_1006682_2_51
NO.79,20240101_--WT---_57,543705,Akureyri,,0,5453_78-A,79_f79_1005764_1_4
NO.79,20240101_--WT---_57,543711,Húsavík,,1,5453_78-A,79_f79_1005764_2_53
NO.79,20240101_MT--F--_59,543707,Akureyri,,0,5453_78-A,79_f79_1005764_1_4
NO.79,20240101_MT--F--_59,543714,Húsavík,,1,5453_78-A,79_f79_1005764_2_53
NO.79,20240101_MTWTF--_63,543708,Akureyri,,0,5459_56-A,79_f79_1005764_1_4
NO.79,20240101_MTWTF--_63,543710,Akureyri,,0,5459_56-A,79_f79_1005764_1_5
NO.79,20240101_MTWTF--_63,543712,Húsavík,,1,5459_56-A,79_f79_1005764_2_53
NO.79,20240101_MTWTF--_63,543713,Húsavík,,1,5459_56-A,79_f79_1005764_2_53
NO.79,20240102_------S_65,543706,Akureyri,,0,6170_79-A,79_f79_1005764_1_4
NO.79,20240102_------S_65,543709,Akureyri,,0,5454_78-A,79_f79_1005764_1_4
NO.79,20240102_------S_65,543715,Húsavík,,1,5460_56-A,79_f79_1005764_2_53
NO.79,20240102_------S_65,543716,Húsavík,,1,5454_78-A,79_f79_1005764_2_53
RY.1,20230821_-----S-_50,538395,,,0,6209_1-R,1_f1_1005681_1_1
RY.1,20230821_-----S-_50,538396,,,0,6209_1-R,1_f1_1005681_1_1
RY.1,20230821_-----S-_50,538419,,,0,6209_1-R,1_f1_1005681_1_1
RY.1,20230821_-----S-_50,538420,,,0,6209_1-R,1_f1_1005681_1_1
RY.1,20230821_-----S-_50,538421,,,0,6209_1-R,1_f1_1005681_1_1
RY.1,20230821_-----S-_50,538422,,,0,6209_1-R,1_f1_1005681_1_1
RY.1,20230821_-----S-_50,538423,,,0,6209_1-R,1_f1_1005681_1_1
RY.1,20230821_-----S-_50,538424,,,0,6209_1-R,1_f1_1005681_1_1
RY.1,20230821_MTWTF--_48,538394,,,0,5920_1A-R,1_f1_1005681_1_1
RY.1,20230821_MTWTF--_48,538402,,,0,5921_1B-R,1_f1_1005681_1_1
RY.1,20230821_MTWTF--_48,538403,,,0,5920_1A-R,1_f1_1005681_1_1
RY.1,20230821_MTWTF--_48,538404,,,0,5921_1B-R,1_f1_1005681_1_1
RY.1,20230821_MTWTF--_48,538405,,,0,5920_1A-R,1_f1_1005681_1_1
RY.1,20230821_MTWTF--_48,538406,,,0,5921_1B-R,1_f1_1005681_1_1
RY.1,20230821_MTWTF--_48,538408,,,0,5920_1A-R,1_f1_1005681_1_1
RY.1,20230821_MTWTF--_48,538409,,,0,5921_1B-R,1_f1_1005681_1_1
RY.1,20230821_MTWTF--_48,538411,,,0,5920_1A-R,1_f1_1005681_1_1
RY.1,20230821_MTWTF--_48,538415,,,0,5921_1B-R,1_f1_1005681_1_1
RY.1,20230821_MTWTF--_48,538428,,,0,5920_1A-R,1_f1_1005681_1_4
RY.1,20230821_MTWTF--_49,538397,,,0,5920_1A-R,1_f1_1005681_1_1
RY.1,20230821_MTWTF--_49,538398,,,0,5921_1B-R,1_f1_1005681_1_1
RY.1,20230821_MTWTF--_49,538399,,,0,5920_1A-R,1_f1_1005681_1_1
RY.1,20230821_MTWTF--_49,538400,,,0,5921_1B-R,1_f1_1005681_1_1
RY.1,20230821_MTWTF--_49,538401,,,0,5920_1A-R,1_f1_1005681_1_1
RY.1,20230821_MTWTF--_49,538407,,,0,5921_1B-R,1_f1_1005681_1_1
RY.1,20230821_MTWTF--_49,538410,,,0,5920_1A-R,1_f1_1005681_1_1
RY.1,20230821_MTWTF--_49,538412,,,0,5921_1B-R,1_f1_1005681_1_1
RY.1,20230821_MTWTF--_49,538413,,,0,5921_1B-R,1_f1_1005681_1_1
RY.1,20230821_MTWTF--_49,538414,,,0,5920_1A-R,1_f1_1005681_1_1
RY.1,20230821_MTWTF--_49,538416,,,0,5921_1B-R,1_f1_1005681_1_1
RY.1,20230821_MTWTF--_49,538417,,,0,5920_1A-R,1_f1_1005681_1_1
RY.1,20230821_MTWTF--_49,538418,,,0,5921_1B-R,1_f1_1005681_1_1
RY.1,20230821_MTWTF--_49,538425,,,0,5921_1B-R,1_f1_1005681_1_1
RY.1,20230821_MTWTF--_49,538426,,,0,5921_1B-R,1_f1_1005681_1_1
RY.1,20230821_MTWTF--_49,538427,,,0,5921_1B-R,1_f1_1005681_1_1
RY.3,20230821_-----S-_50,538431,,,0,6210_3-R,3_f3_1005401_1_1
RY.3,20230821_-----S-_50,538432,,,0,6210_3-R,3_f3_1005401_1_1
RY.3,20230821_-----S-_50,538451,,,0,6210_3-R,3_f3_1005401_1_1
RY.3,20230821_-----S-_50,538452,,,0,6210_3-R,3_f3_1005401_1_1
RY.3,20230821_-----S-_50,538453,,,0,6210_3-R,3_f3_1005401_1_1
RY.3,20230821_-----S-_50,538454,,,0,6210_3-R,3_f3_1005401_1_1
RY.3,20230821_-----S-_50,538455,,,0,6210_3-R,3_f3_1005401_1_1
RY.3,20230821_-----S-_50,538460,,,0,6210_3-R,3_f3_1005401_1_1
RY.3,20230821_-----S-_50,538464,,,0,6210_3-R,3_f3_1005401_1_1
RY.3,20230821_-----S-_50,538465,,,0,6210_3-R,3_f3_1005401_1_1
RY.3,20230821_MTWTF--_48,538429,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20230821_MTWTF--_48,538430,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20230821_MTWTF--_48,538433,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20230821_MTWTF--_48,538434,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20230821_MTWTF--_48,538435,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20230821_MTWTF--_48,538437,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20230821_MTWTF--_48,538449,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20230821_MTWTF--_48,538450,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20230821_MTWTF--_48,538458,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20230821_MTWTF--_48,538459,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20230821_MTWTF--_49,538436,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20230821_MTWTF--_49,538438,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20230821_MTWTF--_49,538439,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20230821_MTWTF--_49,538440,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20230821_MTWTF--_49,538441,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20230821_MTWTF--_49,538442,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20230821_MTWTF--_49,538443,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20230821_MTWTF--_49,538444,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20230821_MTWTF--_49,538445,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20230821_MTWTF--_49,538446,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20230821_MTWTF--_49,538447,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20230821_MTWTF--_49,538448,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20230821_MTWTF--_49,538456,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20230821_MTWTF--_49,538457,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20230821_MTWTF--_49,538461,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20230821_MTWTF--_49,538462,,,0,5922_3-R,3_f3_1005401_1_1
RY.3,20230821_MTWTF--_49,538463,,,0,5922_3-R,3_f3_1005401_1_1
RY.4,20230821_-----S-_50,538471,,,0,,4_1006641_1_1
RY.4,20230821_-----S-_50,538472,,,0,,4_1006641_1_1
RY.4,20230821_-----S-_50,538473,,,0,,4_1006641_1_1
RY.4,20230821_-----S-_50,538474,,,0,,4_1006641_1_1
RY.4,20230821_-----S-_50,538475,,,0,,4_1006641_1_1
RY.4,20230821_MTWTF--_48,538466,,,0,,4_1006641_1_1
RY.4,20230821_MTWTF--_48,538467,,,0,,4_1006641_1_1
RY.4,20230821_MTWTF--_48,538468,,,0,,4_1006641_1_1
RY.4,20230821_MTWTF--_48,538469,,,0,,4_1006641_1_1
RY.4,20230821_MTWTF--_48,538470,,,0,,4_1006641_1_1
RY.4,20230821_MTWTF--_49,538476,,,0,,4_1006641_1_1
RY.4,20230821_MTWTF--_49,538477,,,0,,4_1006641_1_1
RY.4,20230821_MTWTF--_49,538478,,,0,,4_1006641_1_1
RY.4,20230821_MTWTF--_49,538479,,,0,,4_1006641_1_1
RY.4,20230821_MTWTF--_49,538480,,,0,,4_1006641_1_1
RY.4,20230821_MTWTF--_49,538481,,,0,,4_1006641_1_1
RY.4,20230821_MTWTF--_49,538482,,,0,,4_1006641_1_1
RY.4,20230821_MTWTF--_49,538483,,,0,,4_1006641_1_1
RY.4,20230821_MTWTF--_49,538484,,,0,,4_1006641_1_1
RY.4,20230821_MTWTF--_49,538485,,,0,,4_1006641_1_1
SA.1,20220522_MTWTF--_1,509532,,,0,5480_A1,1_1006160_1_3
SA.1,20220522_MTWTF--_1,509533,,,0,5480_A1,1_1006160_1_3
SA.1,20220522_MTWTF--_1,509534,,,0,5480_A1,1_1006160_1_2
SA.1,20220522_MTWTF--_1,509537,,,0,5480_A1,1_1006160_1_2
SA.1,20220522_MTWTF--_1,509540,,,0,5480_A1,1_1006160_1_2
SA.1,20220522_MTWTF--_1,509544,,,0,5480_A1,1_1006160_1_2
SA.1,20220522_MTWTF--_3,509535,,,0,5480_A1,1_1006160_1_2
SA.1,20220522_MTWTF--_3,509536,,,0,5480_A1,1_1006160_1_2
SA.1,20220522_MTWTF--_3,509538,,,0,5480_A1,1_1006160_1_2
SA.1,20220522_MTWTF--_3,509539,,,0,5480_A1,1_1006160_1_2
SA.1,20220522_MTWTF--_3,509541,,,0,5480_A1,1_1006160_1_2
SA.1,20220522_MTWTF--_3,509542,,,0,5480_A1,1_1006160_1_2
SA.1,20220522_MTWTF--_3,509543,,,0,5480_A1,1_1006160_1_2
SA.2,20220522_MTWTF--_1,509545,,,0,5481_A2,2_1006160_1_1
SA.2,20220522_MTWTF--_1,509546,,,0,5481_A2,2_1006160_1_1
SA.2,20220522_MTWTF--_1,509548,,,0,5481_A2,2_1006160_1_1
SA.2,20220522_MTWTF--_1,509550,,,0,5481_A2,2_1006160_1_1
SA.2,20220522_MTWTF--_1,509552,,,0,5481_A2,2_1006160_1_1
SA.2,20220522_MTWTF--_3,509547,,,0,5481_A2,2_1006160_1_1
SA.2,20220522_MTWTF--_3,509549,,,0,5481_A2,2_1006160_1_1
SA.2,20220522_MTWTF--_3,509551,,,0,5481_A2,2_1006160_1_1
SA.2,20220522_MTWTF--_3,509553,,,0,5481_A2,2_1006160_1_1
SA.2,20220522_MTWTF--_3,509554,,,0,5481_A2,2_1006160_1_1
SA.2,20220522_MTWTF--_3,509555,,,0,5481_A2,2_1006160_1_1
SA.2,20220522_MTWTF--_3,509556,,,0,5481_A2,2_1006160_1_1
SA.3,20220522_MTWTF--_1,509558,,,0,5482_A3,3_1006160_1_1
SA.3,20220522_MTWTF--_1,509559,,,0,5482_A3,3_1006160_1_1
SA.3,20220522_MTWTF--_1,509560,,,0,5482_A3,3_1006160_1_1
SA.3,20220522_MTWTF--_1,509561,,,0,5482_A3,3_1006160_1_1
SA.3,20220522_MTWTF--_1,509562,,,0,5482_A3,3_1006160_1_1
SA.3,20220522_MTWTF--_3,509557,,,0,5482_A3,3_1006160_1_1
SA.3,20220522_MTWTF--_3,509563,,,0,5482_A3,3_1006160_1_1
SA.3,20220522_MTWTF--_3,509564,,,0,5482_A3,3_1006160_1_1
SA.3,20220522_MTWTF--_3,509565,,,0,5482_A3,3_1006160_1_1
SA.3,20220522_MTWTF--_3,509566,,,0,5482_A3,3_1006160_1_1
SA.3,20220522_MTWTF--_3,509567,,,0,5482_A3,3_1006160_1_1
SA.3,20220522_MTWTF--_3,509568,,,0,5482_A3,3_1006160_1_1
SA.4,20220522_MTWTF--_1,509573,,,0,5483_A4,4_1006160_1_1
SA.4,20220522_MTWTF--_1,509574,,,0,5483_A4,4_1006160_1_1
SA.4,20220522_MTWTF--_1,509575,,,0,5483_A4,4_1006160_1_1
SA.4,20220522_MTWTF--_1,509578,,,0,5483_A4,4_1006160_1_1
SA.4,20220522_MTWTF--_1,509580,,,0,5483_A4,4_1006160_1_1
SA.4,20220522_MTWTF--_1,509581,,,0,5483_A4,4_1006160_1_1
SA.4,20220522_MTWTF--_3,509569,,,0,5483_A4,4_1006160_1_1
SA.4,20220522_MTWTF--_3,509570,,,0,5483_A4,4_1006160_1_1
SA.4,20220522_MTWTF--_3,509571,,,0,5483_A4,4_1006160_1_1
SA.4,20220522_MTWTF--_3,509572,,,0,5483_A4,4_1006160_1_1
SA.4,20220522_MTWTF--_3,509576,,,0,5483_A4,4_1006160_1_1
SA.4,20220522_MTWTF--_3,509577,,,0,5483_A4,4_1006160_1_1
SA.4,20220522_MTWTF--_3,509579,,,0,5483_A4,4_1006160_1_1
SA.5,20220522_MTWTF--_1,509582,,,0,5484_A5,5_1006160_1_2
SA.5,20220522_MTWTF--_1,509583,,,0,5484_A5,5_1006160_1_2
SA.5,20220522_MTWTF--_1,509584,,,0,5484_A5,5_1006160_1_2
SA.5,20220522_MTWTF--_1,509585,,,0,5484_A5,5_1006160_1_2
SA.5,20220522_MTWTF--_1,509587,,,0,5484_A5,5_1006160_1_2
SA.5,20220522_MTWTF--_1,509590,,,0,5484_A5,5_1006160_1_2
SA.5,20220522_MTWTF--_3,509586,,,0,5484_A5,5_1006160_1_2
SA.5,20220522_MTWTF--_3,509588,,,0,5484_A5,5_1006160_1_2
SA.5,20220522_MTWTF--_3,509589,,,0,5484_A5,5_1006160_1_2
SA.5,20220522_MTWTF--_3,509591,,,0,5484_A5,5_1006160_1_2
SA.5,20220522_MTWTF--_3,509592,,,0,5484_A5,5_1006160_1_2
SA.5,20220522_MTWTF--_3,509593,,,0,5484_A5,5_1006160_1_2
SA.5,20220522_MTWTF--_3,509594,,,0,5484_A5,5_1006160_1_2
SA.5,20220522_MTWTF--_3,510108,,,0,5484_A5,5_1006160_1_2
SA.6,20220522_------S_4,509619,Síðuhverfi - Naustahverfi,,0,6173_A6,6_1006160_1_1
SA.6,20220522_------S_4,509620,Síðuhverfi - Naustahverfi,,0,6173_A6,6_1006160_1_1
SA.6,20220522_------S_4,509621,Síðuhverfi - Naustahverfi,,0,6173_A6,6_1006160_1_1
SA.6,20220522_------S_4,509622,Síðuhverfi - Naustahverfi,,0,6173_A6,6_1006160_1_1
SA.6,20220522_------S_4,509623,Síðuhverfi - Naustahverfi,,0,6173_A6,6_1006160_1_1
SA.6,20220522_------S_4,509624,Síðuhverfi - Naustahverfi,,0,6173_A6,6_1006160_1_1
SA.6,20220522_------S_4,509626,Síðuhverfi - Naustahverfi,,0,6173_A6,6_1006160_1_1
SA.6,20220522_-----S-_5,509613,Síðuhverfi - Naustahverfi,,0,6172_A6,6_1006160_1_1
SA.6,20220522_-----S-_5,509614,Síðuhverfi - Naustahverfi,,0,6172_A6,6_1006160_1_1
SA.6,20220522_-----S-_5,509615,Síðuhverfi - Naustahverfi,,0,6172_A6,6_1006160_1_1
SA.6,20220522_-----S-_5,509616,Síðuhverfi - Naustahverfi,,0,6172_A6,6_1006160_1_1
SA.6,20220522_-----S-_5,509617,Síðuhverfi - Naustahverfi,,0,6172_A6,6_1006160_1_1
SA.6,20220522_-----S-_5,509618,Síðuhverfi - Naustahverfi,,0,6172_A6,6_1006160_1_1
SA.6,20220522_-----S-_5,509625,Síðuhverfi - Naustahverfi,,0,6172_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_1,509595,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_1,509596,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_1,509604,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_1,509605,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_1,509607,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_1,509612,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_2,509597,Síðuhverfi - Naustahverfi,,0,6171_A6-B,6_1006160_1_1
SA.6,20220522_MTWTF--_3,509598,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_3,509599,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_3,509600,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_3,509601,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_3,509602,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_3,509603,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_3,509606,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_3,509608,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_3,509609,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_3,509610,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SA.6,20220522_MTWTF--_3,509611,Síðuhverfi - Naustahverfi,,0,5479_A6,6_1006160_1_1
SN.55,20240101_-----S-_53,543616,Fjörður,,0,5443_55-A,55_1006682_1_3
SN.55,20240101_-----S-_53,543617,Fjörður,,0,5443_55-A,55_1006682_1_3
SN.55,20240101_-----S-_53,543618,Fjörður,,0,5443_55-A,55_1006682_1_3
SN.55,20240101_-----S-_53,543637,KEF - Airport,,1,5443_55-A,55_1006682_2_53
SN.55,20240101_-----S-_53,543638,KEF - Airport,,1,5443_55-A,55_1006682_2_53
SN.55,20240101_-----S-_53,543639,KEF - Airport,,1,5443_55-A,55_1006682_2_53
SN.55,20240101_-----S-_64,543610,Fjörður,,0,5443_55-A,55_1006682_1_3
SN.55,20240101_-----S-_64,543611,Fjörður,,0,5443_55-A,55_1006682_1_3
SN.55,20240101_-----S-_64,543612,Fjörður,,0,5443_55-A,55_1006682_1_3
SN.55,20240101_-----S-_64,543613,Fjörður,,0,5443_55-A,55_1006682_1_3
SN.55,20240101_-----S-_64,543614,Fjörður,,0,5443_55-A,55_1006682_1_3
SN.55,20240101_-----S-_64,543615,Fjörður,,0,5443_55-A,55_1006682_1_3
SN.55,20240101_-----S-_64,543631,KEF - Airport,,1,5443_55-A,55_1006682_2_53
SN.55,20240101_-----S-_64,543632,KEF - Airport,,1,5443_55-A,55_1006682_2_53
SN.55,20240101_-----S-_64,543633,KEF - Airport,,1,5443_55-A,55_1006682_2_53
SN.55,20240101_-----S-_64,543634,KEF - Airport,,1,5443_55-A,55_1006682_2_53
SN.55,20240101_-----S-_64,543635,KEF - Airport,,1,5443_55-A,55_1006682_2_53
SN.55,20240101_-----S-_64,543636,KEF - Airport,,1,5443_55-A,55_1006682_2_53
SN.55,20240101_MTWTF--_63,543593,Reykjavík - BSÍ,,0,5442_55-A,55_1006682_1_1
SN.55,20240101_MTWTF--_63,543594,Reykjavík - BSÍ,,0,5445_55-B,55_1006682_1_1
SN.55,20240101_MTWTF--_63,543595,Reykjavík - BSÍ,,0,5445_55-B,55_1006682_1_1
SN.55,20240101_MTWTF--_63,543596,Reykjavík - BSÍ,,0,5446_55-C,55_1006682_1_1
SN.55,20240101_MTWTF--_63,543597,Reykjavík - BSÍ,,0,5442_55-A,55_1006682_1_1
SN.55,20240101_MTWTF--_63,543598,Reykjavík - BSÍ,,0,5445_55-B,55_1006682_1_1
SN.55,20240101_MTWTF--_63,543599,Reykjavík - BSÍ,,0,5446_55-C,55_1006682_1_1
SN.55,20240101_MTWTF--_63,543604,Fjörður,,0,5442_55-A,55_1006682_1_3
SN.55,20240101_MTWTF--_63,543605,Fjörður,,0,5442_55-A,55_1006682_1_3
SN.55,20240101_MTWTF--_63,543608,Fjörður,,0,5442_55-A,55_1006682_1_3
SN.55,20240101_MTWTF--_63,543609,Fjörður,,0,5442_55-A,55_1006682_1_3
SN.55,20240101_MTWTF--_63,543620,Reykjavík - BSÍ,,0,5442_55-A,55_f55_1005764_1_5
SN.55,20240101_MTWTF--_63,543621,Reykjavík - BSÍ,,0,5446_55-C,55_1006682_1_6
SN.55,20240101_MTWTF--_63,543622,KEF - Airport,,1,5442_55-A,55_1006682_2_51
SN.55,20240101_MTWTF--_63,543623,KEF - Airport,,1,5446_55-C,55_1006682_2_51
SN.55,20240101_MTWTF--_63,543624,KEF - Airport,,1,5442_55-A,55_1006682_2_51
SN.55,20240101_MTWTF--_63,543625,KEF - Airport,,1,5445_55-B,55_1006682_2_51
SN.55,20240101_MTWTF--_63,543626,KEF - Airport,,1,5446_55-C,55_1006682_2_51
SN.55,20240101_MTWTF--_63,543627,KEF - Airport,,1,5442_55-A,55_1006682_2_51
SN.55,20240101_MTWTF--_63,543628,KEF - Airport,,1,5445_55-B,55_1006682_2_51
SN.55,20240101_MTWTF--_63,543629,KEF - Airport,,1,5445_55-B,55_1006682_2_51
SN.55,20240101_MTWTF--_63,543630,KEF - Airport,,1,5446_55-C,55_1006682_2_51
SN.55,20240101_MTWTF--_63,543640,KEF - Airport,,1,5442_55-A,55_1006682_2_53
SN.55,20240101_MTWTF--_63,543641,KEF - Airport,,1,5442_55-A,55_1006682_2_53
SN.55,20240101_MTWTF--_63,543642,KEF - Airport,,1,5442_55-A,55_1006682_2_53
SN.55,20240101_MTWTF--_63,543650,KEF - Airport,,1,5442_55-A,55_1006682_2_53
SN.55,20240102_------S_65,543600,Fjörður,,0,6185_55-A,55_1006682_1_3
SN.55,20240102_------S_65,543601,Fjörður,,0,6185_55-A,55_1006682_1_3
SN.55,20240102_------S_65,543602,Fjörður,,0,6185_55-A,55_1006682_1_3
SN.55,20240102_------S_65,543603,Fjörður,,0,6185_55-A,55_1006682_1_3
SN.55,20240102_------S_65,543606,Fjörður,,0,6185_55-A,55_1006682_1_3
SN.55,20240102_------S_65,543607,Fjörður,,0,6185_55-A,55_1006682_1_3
SN.55,20240102_------S_65,543619,Fjörður,,0,6185_55-A,55_1006682_1_3
SN.55,20240102_------S_65,543643,KEF - Airport,,1,6185_55-A,55_1006682_2_53
SN.55,20240102_------S_65,543644,KEF - Airport,,1,6185_55-A,55_1006682_2_53
SN.55,20240102_------S_65,543645,KEF - Airport,,1,6185_55-A,55_1006682_2_53
SN.55,20240102_------S_65,543646,KEF - Airport,,1,6185_55-A,55_1006682_2_53
SN.55,20240102_------S_65,543647,KEF - Airport,,1,6185_55-A,55_1006682_2_53
SN.55,20240102_------S_65,543648,KEF - Airport,,1,6185_55-A,55_1006682_2_53
SN.55,20240102_------S_65,543649,KEF - Airport,,1,6185_55-A,55_1006682_2_53
